group_id,type,context,candidate_0,candidate_1,candidate_2,candidate_3,correct_answer,facts,masked_rules,question,missing_rule
78066039-d9c8-4cee-abe5-4c268874fa75,stage1_bert_young_cold,Facts: Helen is blue or red Rules: If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is red then they are cold.,If someone is blue then they are cold.,If someone is young then they are rough.,If someone is young then they are cold.,3,Helen is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is young then they are cold.
b9f37ab6-0c0d-465c-886f-56100d6fc6f0,stage1_bert_contrapositive,Facts: Helen is blue or red Rules: If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is happy then they are sad.,If someone is red then they are cold.,If someone is blue then they are cold.,If someone is not young then they are not rough.,3,Helen is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is not young then they are not rough.
6e43b684-53d2-4f3d-9b7d-522f01432aad,stage1_bert_cold_rough,Facts: David is green or red Rules: If someone is green then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: David is cold.,If someone is cold then they are nice.,If someone is green then they are cold.,If someone is cold then they are rough.,If someone is red then they are cold.,2,David is green or red,If someone is green then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: David is cold.,If someone is cold then they are rough.
6901c47a-be00-4216-a9a4-1b7b04f07474,stage1_bert_young_cold,Facts: David is green or red Rules: If someone is green then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: David is cold.,If someone is red then they are cold.,If someone is young then they are rough.,If someone is green then they are cold.,If someone is young then they are cold.,3,David is green or red,If someone is green then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: David is cold.,If someone is young then they are cold.
7049fe59-141c-4076-8b8f-a5b4c4ac925b,stage1_bert_contrapositive,Facts: David is green or red Rules: If someone is green then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: David is cold.,If someone is not young then they are not rough.,If someone is green then they are cold.,If someone is happy then they are sad.,If someone is red then they are cold.,0,David is green or red,If someone is green then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: David is cold.,If someone is not young then they are not rough.
9d3cb0ed-8403-4ff0-b583-bd98dc02fdd6,stage1_bert_cold_rough,Facts: Helen is blue or red Rules: If someone is blue then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is cold then they are nice.,If someone is cold then they are rough.,If someone is red then they are cold.,If someone is blue then they are cold.,1,Helen is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is cold then they are rough.
bce479dd-3bc4-4a94-86c1-95e638360737,stage1_bert_young_cold,Facts: Helen is blue or red Rules: If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is blue then they are cold.,If someone is young then they are rough.,If someone is red then they are cold.,If someone is young then they are cold.,3,Helen is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is young then they are cold.
728899a2-2b91-4729-aa6b-7b68900d2b24,stage1_bert_contrapositive,Facts: Helen is blue or red Rules: If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is blue then they are cold.,If someone is happy then they are sad.,If someone is not young then they are not rough.,If someone is red then they are cold.,2,Helen is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is not young then they are not rough.
bdb5442e-05e3-4112-b455-7f2f9314d512,stage1_bert_cold_rough,Facts: David is red or blue Rules: If someone is red then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: David is cold.,If someone is cold then they are nice.,If someone is blue then they are cold.,If someone is red then they are cold.,If someone is cold then they are rough.,3,David is red or blue,If someone is red then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: David is cold.,If someone is cold then they are rough.
ddf38cb1-3eca-47b7-9fb7-e349003c942f,stage1_bert_young_cold,Facts: David is red or blue Rules: If someone is red then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: David is cold.,If someone is young then they are cold.,If someone is red then they are cold.,If someone is blue then they are cold.,If someone is young then they are rough.,0,David is red or blue,If someone is red then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: David is cold.,If someone is young then they are cold.
a114ac85-6e8f-491a-959d-2f03ca9a4e57,stage1_bert_contrapositive,Facts: David is red or blue Rules: If someone is red then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: David is cold.,If someone is not young then they are not rough.,If someone is blue then they are cold.,If someone is happy then they are sad.,If someone is red then they are cold.,0,David is red or blue,If someone is red then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: David is cold.,If someone is not young then they are not rough.
d0dfd9cf-58af-44f2-b864-66606c0030e9,stage1_bert_cold_rough,Facts: Bob is blue or red Rules: If someone is blue then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Bob is cold.,If someone is cold then they are rough.,If someone is cold then they are nice.,If someone is red then they are cold.,If someone is blue then they are cold.,0,Bob is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is cold then they are rough.
70d563e6-a4fe-4ee9-bfef-beec66345500,stage1_bert_young_cold,Facts: Bob is blue or red Rules: If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Bob is cold.,If someone is blue then they are cold.,If someone is young then they are rough.,If someone is red then they are cold.,If someone is young then they are cold.,3,Bob is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is young then they are cold.
531d71a4-482c-4431-a993-c9a1ba7060e2,stage1_bert_contrapositive,Facts: Bob is blue or red Rules: If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Bob is cold.,If someone is red then they are cold.,If someone is happy then they are sad.,If someone is not young then they are not rough.,If someone is blue then they are cold.,2,Bob is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is not young then they are not rough.
a9a16d58-14b6-401d-88fa-4b8204d49630,stage1_bert_cold_rough,Facts: Helen is blue or red Rules: If someone is blue then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is red then they are cold.,If someone is cold then they are rough.,If someone is blue then they are cold.,If someone is cold then they are nice.,1,Helen is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is cold then they are rough.
7b7df73c-5a5c-45aa-a9bc-97262e3abc02,stage1_bert_young_cold,Facts: Helen is blue or red Rules: If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is blue then they are cold.,If someone is young then they are rough.,If someone is young then they are cold.,If someone is red then they are cold.,2,Helen is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is young then they are cold.
3bcf1f94-e5d8-4f36-b7ba-9604ec2fe6c8,stage1_bert_contrapositive,Facts: Helen is blue or red Rules: If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is happy then they are sad.,If someone is red then they are cold.,If someone is blue then they are cold.,If someone is not young then they are not rough.,3,Helen is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is not young then they are not rough.
d9e35d70-998b-465d-be2e-315809fa85a7,stage1_bert_cold_rough,Facts: David is blue or green Rules: If someone is blue then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: David is cold.,If someone is blue then they are cold.,If someone is cold then they are nice.,If someone is cold then they are rough.,If someone is green then they are cold.,2,David is blue or green,If someone is blue then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: David is cold.,If someone is cold then they are rough.
1b4730ab-0c50-4e00-9331-481da08fe90e,stage1_bert_young_cold,Facts: David is blue or green Rules: If someone is blue then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: David is cold.,If someone is young then they are rough.,If someone is blue then they are cold.,If someone is young then they are cold.,If someone is green then they are cold.,2,David is blue or green,If someone is blue then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: David is cold.,If someone is young then they are cold.
47e43447-3842-45f9-8f8f-5ebe217502c1,stage1_bert_contrapositive,Facts: David is blue or green Rules: If someone is blue then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: David is cold.,If someone is not young then they are not rough.,If someone is blue then they are cold.,If someone is green then they are cold.,If someone is happy then they are sad.,0,David is blue or green,If someone is blue then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: David is cold.,If someone is not young then they are not rough.
b6c8c9c3-5b2a-402e-97c6-74be84a9dedc,stage1_bert_cold_rough,Facts: Helen is yellow or red Rules: If someone is yellow then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is red then they are cold.,If someone is cold then they are rough.,If someone is cold then they are nice.,If someone is yellow then they are cold.,1,Helen is yellow or red,If someone is yellow then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is cold then they are rough.
5ec2fea3-5ce7-4326-a5fd-cfbd1144bcc7,stage1_bert_young_cold,Facts: Helen is yellow or red Rules: If someone is yellow then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is young then they are cold.,If someone is young then they are rough.,If someone is red then they are cold.,If someone is yellow then they are cold.,0,Helen is yellow or red,If someone is yellow then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is young then they are cold.
fa610de3-c899-40fc-b708-d207bfd49055,stage1_bert_contrapositive,Facts: Helen is yellow or red Rules: If someone is yellow then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is not young then they are not rough.,If someone is yellow then they are cold.,If someone is red then they are cold.,If someone is happy then they are sad.,0,Helen is yellow or red,If someone is yellow then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is not young then they are not rough.
9e88550a-5129-44bd-b271-976f1699e217,stage1_bert_cold_rough,Facts: Claire is blue or yellow Rules: If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Claire is cold.,If someone is blue then they are cold.,If someone is cold then they are nice.,If someone is cold then they are rough.,If someone is yellow then they are cold.,2,Claire is blue or yellow,If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is cold then they are rough.
6fc692c7-191a-470e-a8e3-b9ae36c28726,stage1_bert_young_cold,Facts: Claire is blue or yellow Rules: If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Claire is cold.,If someone is blue then they are cold.,If someone is yellow then they are cold.,If someone is young then they are cold.,If someone is young then they are rough.,2,Claire is blue or yellow,If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is young then they are cold.
e9f9321b-2ac5-44f8-abae-8c979efc8adf,stage1_bert_contrapositive,Facts: Claire is blue or yellow Rules: If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Claire is cold.,If someone is blue then they are cold.,If someone is yellow then they are cold.,If someone is happy then they are sad.,If someone is not young then they are not rough.,3,Claire is blue or yellow,If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is not young then they are not rough.
eb8332c2-40d8-423a-af7d-abd5a65cfa4b,stage1_bert_cold_rough,Facts: Anne is yellow or blue Rules: If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Anne is cold.,If someone is yellow then they are cold.,If someone is cold then they are rough.,If someone is blue then they are cold.,If someone is cold then they are nice.,1,Anne is yellow or blue,If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is cold then they are rough.
2865e2c1-574f-4211-97eb-ff3f52c33d5e,stage1_bert_young_cold,Facts: Anne is yellow or blue Rules: If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Anne is cold.,If someone is young then they are cold.,If someone is blue then they are cold.,If someone is yellow then they are cold.,If someone is young then they are rough.,0,Anne is yellow or blue,If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is young then they are cold.
20b23727-687a-4f56-819b-7f856f669f68,stage1_bert_contrapositive,Facts: Anne is yellow or blue Rules: If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Anne is cold.,If someone is yellow then they are cold.,If someone is not young then they are not rough.,If someone is happy then they are sad.,If someone is blue then they are cold.,1,Anne is yellow or blue,If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is not young then they are not rough.
eda81ade-026a-47c8-b721-2efbd8519f81,stage1_bert_cold_rough,Facts: Grace is red or blue Rules: If someone is red then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Grace is cold.,If someone is cold then they are nice.,If someone is red then they are cold.,If someone is blue then they are cold.,If someone is cold then they are rough.,3,Grace is red or blue,If someone is red then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Grace is cold.,If someone is cold then they are rough.
7c45236d-5da6-415b-955e-3b7e973edc3e,stage1_bert_young_cold,Facts: Grace is red or blue Rules: If someone is red then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Grace is cold.,If someone is young then they are rough.,If someone is red then they are cold.,If someone is young then they are cold.,If someone is blue then they are cold.,2,Grace is red or blue,If someone is red then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Grace is cold.,If someone is young then they are cold.
5d38a889-af9f-4106-adc5-ec162f256c14,stage1_bert_contrapositive,Facts: Grace is red or blue Rules: If someone is red then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Grace is cold.,If someone is blue then they are cold.,If someone is red then they are cold.,If someone is not young then they are not rough.,If someone is happy then they are sad.,2,Grace is red or blue,If someone is red then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Grace is cold.,If someone is not young then they are not rough.
226ff90f-2163-4caa-b190-e7fb9408e54c,stage1_bert_cold_rough,Facts: Frank is red or green Rules: If someone is red then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Frank is cold.,If someone is cold then they are nice.,If someone is red then they are cold.,If someone is green then they are cold.,If someone is cold then they are rough.,3,Frank is red or green,If someone is red then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Frank is cold.,If someone is cold then they are rough.
dd08c68f-5888-4b1c-9661-2f647a359827,stage1_bert_young_cold,Facts: Frank is red or green Rules: If someone is red then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Frank is cold.,If someone is young then they are rough.,If someone is young then they are cold.,If someone is green then they are cold.,If someone is red then they are cold.,1,Frank is red or green,If someone is red then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Frank is cold.,If someone is young then they are cold.
7ad0fe75-dc18-41b9-8069-dc8e7789bb8c,stage1_bert_contrapositive,Facts: Frank is red or green Rules: If someone is red then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Frank is cold.,If someone is red then they are cold.,If someone is not young then they are not rough.,If someone is happy then they are sad.,If someone is green then they are cold.,1,Frank is red or green,If someone is red then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Frank is cold.,If someone is not young then they are not rough.
6a955898-be2a-4c8d-b61e-5ff5919366bc,stage1_bert_cold_rough,Facts: Helen is green or blue Rules: If someone is green then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is blue then they are cold.,If someone is cold then they are rough.,If someone is cold then they are nice.,If someone is green then they are cold.,1,Helen is green or blue,If someone is green then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is cold then they are rough.
cfca8b0b-6ecc-4b2f-9bd2-abe44009eb5c,stage1_bert_young_cold,Facts: Helen is green or blue Rules: If someone is green then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is young then they are rough.,If someone is green then they are cold.,If someone is blue then they are cold.,If someone is young then they are cold.,3,Helen is green or blue,If someone is green then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is young then they are cold.
01784ef1-3131-42d0-ad30-a8d45457fa02,stage1_bert_contrapositive,Facts: Helen is green or blue Rules: If someone is green then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is green then they are cold.,If someone is blue then they are cold.,If someone is not young then they are not rough.,If someone is happy then they are sad.,2,Helen is green or blue,If someone is green then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is not young then they are not rough.
7809cf22-037a-46f5-9186-ec030cd3dcec,stage1_bert_cold_rough,Facts: Anne is green or yellow Rules: If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Anne is cold.,If someone is cold then they are nice.,If someone is cold then they are rough.,If someone is green then they are cold.,If someone is yellow then they are cold.,1,Anne is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is cold then they are rough.
